attribute,Before filtering,After filtering,sample
Q30 Bases (millions),5293.183833,5009.252318,SRX5290956_RNaseHtreat-DRIPseq-rep2
Q20 Rate,0.977178,0.983155,SRX5290956_RNaseHtreat-DRIPseq-rep2
Q30 Rate,0.948216,0.957322,SRX5290956_RNaseHtreat-DRIPseq-rep2
Read1 Mean Length,150,143,SRX5290956_RNaseHtreat-DRIPseq-rep2
Read2 Mean Length,150,143,SRX5290956_RNaseHtreat-DRIPseq-rep2
GC Content,0.37175,0.363996,SRX5290956_RNaseHtreat-DRIPseq-rep2
Total Reads (millions),201.387696,191.735654,SRX5290957_OSKM-D9-DRIPseq
Total Bases (millions),30208.1544,26042.449986,SRX5290957_OSKM-D9-DRIPseq
Q20 Bases (millions),28223.995718,24859.564057,SRX5290957_OSKM-D9-DRIPseq
Q30 Bases (millions),26444.193263,23550.890383,SRX5290957_OSKM-D9-DRIPseq
Q20 Rate,0.934317,0.954579,SRX5290957_OSKM-D9-DRIPseq
Q30 Rate,0.875399,0.904327,SRX5290957_OSKM-D9-DRIPseq
Read1 Mean Length,150,135,SRX5290957_OSKM-D9-DRIPseq
Read2 Mean Length,150,135,SRX5290957_OSKM-D9-DRIPseq
GC Content,0.432439,0.420109,SRX5290957_OSKM-D9-DRIPseq
Total Reads (millions),118.148374,113.49644,SRX5290958_OKM-D9-DRIPseq
Total Bases (millions),17722.2561,16191.638666,SRX5290958_OKM-D9-DRIPseq
Q20 Bases (millions),16716.216957,15482.928379,SRX5290958_OKM-D9-DRIPseq
Q30 Bases (millions),15708.043702,14658.66608,SRX5290958_OKM-D9-DRIPseq
Q20 Rate,0.943233,0.95623,SRX5290958_OKM-D9-DRIPseq
Q30 Rate,0.886346,0.905323,SRX5290958_OKM-D9-DRIPseq
Read1 Mean Length,150,142,SRX5290958_OKM-D9-DRIPseq
Read2 Mean Length,150,142,SRX5290958_OKM-D9-DRIPseq
GC Content,0.423517,0.41695,SRX5290958_OKM-D9-DRIPseq
Total Reads (millions),22.746041,22.350816,SRX534094_Control_1_DRIP-seq
Total Bases (millions),2274.6041,2186.086011,SRX534094_Control_1_DRIP-seq
Q20 Bases (millions),2193.840385,2129.890136,SRX534094_Control_1_DRIP-seq
Q30 Bases (millions),2099.813077,2041.795543,SRX534094_Control_1_DRIP-seq
Q20 Rate,0.964493,0.974294,SRX534094_Control_1_DRIP-seq
Q30 Rate,0.923155,0.933996,SRX534094_Control_1_DRIP-seq
Read1 Mean Length,100,97,SRX534094_Control_1_DRIP-seq
GC Content,0.439231,0.436804,SRX534094_Control_1_DRIP-seq
Total Reads (millions),32.372459,31.777817,SRX534095_AGS1_P1_DRIP-seq
Total Bases (millions),3237.2459,3104.235617,SRX534095_AGS1_P1_DRIP-seq
Q20 Bases (millions),3121.020556,3024.107053,SRX534095_AGS1_P1_DRIP-seq
Q30 Bases (millions),2987.601462,2899.99257,SRX534095_AGS1_P1_DRIP-seq
Q20 Rate,0.964097,0.974187,SRX534095_AGS1_P1_DRIP-seq
Q30 Rate,0.922884,0.934205,SRX534095_AGS1_P1_DRIP-seq
Read1 Mean Length,100,97,SRX534095_AGS1_P1_DRIP-seq
GC Content,0.44473,0.441827,SRX534095_AGS1_P1_DRIP-seq
Total Reads (millions),67.246784,59.383856,SRX534096_AGS2_P1_DRIP-seq
Total Bases (millions),3054.586336,2716.480432,SRX534096_AGS2_P1_DRIP-seq
Q20 Bases (millions),2688.959528,2658.09158,SRX534096_AGS2_P1_DRIP-seq
Q30 Bases (millions),2588.559362,2568.761265,SRX534096_AGS2_P1_DRIP-seq
Q20 Rate,0.880302,0.978506,SRX534096_AGS2_P1_DRIP-seq
Q30 Rate,0.847434,0.945621,SRX534096_AGS2_P1_DRIP-seq
Read1 Mean Length,45,45,SRX534096_AGS2_P1_DRIP-seq
GC Content,0.427212,0.422602,SRX534096_AGS2_P1_DRIP-seq
Total Reads (millions),16.68306,16.337631,SRX534097_AGS2_P2_DRIP-seq
Total Bases (millions),1668.306,1610.156304,SRX534097_AGS2_P2_DRIP-seq
Q20 Bases (millions),1603.40981,1566.085554,SRX534097_AGS2_P2_DRIP-seq
Q30 Bases (millions),1531.533688,1498.118963,SRX534097_AGS2_P2_DRIP-seq
Q20 Rate,0.961101,0.97263,SRX534097_AGS2_P2_DRIP-seq
Q30 Rate,0.918017,0.930418,SRX534097_AGS2_P2_DRIP-seq
Read1 Mean Length,100,98,SRX534097_AGS2_P2_DRIP-seq
GC Content,0.443201,0.441314,SRX534097_AGS2_P2_DRIP-seq
Total Reads (millions),50.634846,44.73405,SRX534098_AGS4_P1_DRIP-seq
Total Bases (millions),2268.857562,2015.1233340000001,SRX534098_AGS4_P1_DRIP-seq
Q20 Bases (millions),1990.410087,1966.990777,SRX534098_AGS4_P1_DRIP-seq
Q30 Bases (millions),1908.155019,1893.158213,SRX534098_AGS4_P1_DRIP-seq
Q20 Rate,0.877274,0.976114,SRX534098_AGS4_P1_DRIP-seq
Q30 Rate,0.84102,0.939475,SRX534098_AGS4_P1_DRIP-seq
Read1 Mean Length,44,45,SRX534098_AGS4_P1_DRIP-seq
GC Content,0.459272,0.455837,SRX534098_AGS4_P1_DRIP-seq
Total Reads (millions),31.857072,31.315862,SRX534099_AGS4_P2_DRIP-seq
Total Bases (millions),3185.7072,3038.32849,SRX534099_AGS4_P2_DRIP-seq
Q20 Bases (millions),3077.748956,2963.141037,SRX534099_AGS4_P2_DRIP-seq
Q30 Bases (millions),2953.634676,2848.500213,SRX534099_AGS4_P2_DRIP-seq
Q20 Rate,0.966112,0.975254,SRX534099_AGS4_P2_DRIP-seq
Q30 Rate,0.927152,0.937522,SRX534099_AGS4_P2_DRIP-seq
Read1 Mean Length,100,97,SRX534099_AGS4_P2_DRIP-seq
GC Content,0.4303,0.427149,SRX534099_AGS4_P2_DRIP-seq
Total Reads (millions),51.144545,50.403261,SRX534100_AGS5_P1_DRIP-seq
Total Bases (millions),5114.4545,4894.940252,SRX534100_AGS5_P1_DRIP-seq
Q20 Bases (millions),4948.177371,4776.508913,SRX534100_AGS5_P1_DRIP-seq
Q30 Bases (millions),4751.171569,4594.060986,SRX534100_AGS5_P1_DRIP-seq
Q20 Rate,0.967489,0.975805,SRX534100_AGS5_P1_DRIP-seq
Q30 Rate,0.928969,0.938533,SRX534100_AGS5_P1_DRIP-seq
Read1 Mean Length,100,97,SRX534100_AGS5_P1_DRIP-seq
GC Content,0.429411,0.426358,SRX534100_AGS5_P1_DRIP-seq
Total Reads (millions),142.609202,137.82697,SRX5443751_2-6H_DRIP-seq_rep_a
Total Bases (millions),7130.4601,6868.394852,SRX5443751_2-6H_DRIP-seq_rep_a
Q20 Bases (millions),6733.428301,6560.471271,SRX5443751_2-6H_DRIP-seq_rep_a
Q30 Bases (millions),6358.656164,6235.405186,SRX5443751_2-6H_DRIP-seq_rep_a
Q20 Rate,0.944319,0.955168,SRX5443751_2-6H_DRIP-seq_rep_a
Q30 Rate,0.89176,0.90784,SRX5443751_2-6H_DRIP-seq_rep_a
Read1 Mean Length,50,49,SRX5443751_2-6H_DRIP-seq_rep_a
Read2 Mean Length,50,49,SRX5443751_2-6H_DRIP-seq_rep_a
GC Content,0.426466,0.425636,SRX5443751_2-6H_DRIP-seq_rep_a
Total Reads (millions),163.56927,159.940894,SRX5443752_2-6H_DRIP-seq_rep_b
Total Bases (millions),8178.4635,7948.0344,SRX5443752_2-6H_DRIP-seq_rep_b
Q20 Bases (millions),7901.91402,7733.669729,SRX5443752_2-6H_DRIP-seq_rep_b
Q30 Bases (millions),7550.239576,7419.386922,SRX5443752_2-6H_DRIP-seq_rep_b
Q20 Rate,0.966186,0.973029,SRX5443752_2-6H_DRIP-seq_rep_b
Q30 Rate,0.923186,0.933487,SRX5443752_2-6H_DRIP-seq_rep_b
Read1 Mean Length,50,49,SRX5443752_2-6H_DRIP-seq_rep_b
Read2 Mean Length,50,49,SRX5443752_2-6H_DRIP-seq_rep_b
GC Content,0.425145,0.424922,SRX5443752_2-6H_DRIP-seq_rep_b
Total Reads (millions),134.628942,129.935476,SRX5443753_2-6H_RNaseH_DRIP-seq_rep_a
Total Bases (millions),6731.4471,6478.527886,SRX5443753_2-6H_RNaseH_DRIP-seq_rep_a
Q20 Bases (millions),6359.485673,6194.867416,SRX5443753_2-6H_RNaseH_DRIP-seq_rep_a
Q30 Bases (millions),6001.275002,5886.116015,SRX5443753_2-6H_RNaseH_DRIP-seq_rep_a
Q20 Rate,0.944743,0.956215,SRX5443753_2-6H_RNaseH_DRIP-seq_rep_a
Q30 Rate,0.891528,0.908558,SRX5443753_2-6H_RNaseH_DRIP-seq_rep_a
Read1 Mean Length,50,49,SRX5443753_2-6H_RNaseH_DRIP-seq_rep_a
Read2 Mean Length,50,49,SRX5443753_2-6H_RNaseH_DRIP-seq_rep_a
GC Content,0.466082,0.465398,SRX5443753_2-6H_RNaseH_DRIP-seq_rep_a
Total Reads (millions),115.202812,112.757652,SRX5443754_2-6H_RNaseH_DRIP-seq_rep_b
Total Bases (millions),5760.1406,5619.86568,SRX5443754_2-6H_RNaseH_DRIP-seq_rep_b
Q20 Bases (millions),5585.461045,5485.285793,SRX5443754_2-6H_RNaseH_DRIP-seq_rep_b
Q30 Bases (millions),5353.912991,5278.144084,SRX5443754_2-6H_RNaseH_DRIP-seq_rep_b
Q20 Rate,0.969674,0.976053,SRX5443754_2-6H_RNaseH_DRIP-seq_rep_b
Q30 Rate,0.929476,0.939194,SRX5443754_2-6H_RNaseH_DRIP-seq_rep_b
Read1 Mean Length,50,49,SRX5443754_2-6H_RNaseH_DRIP-seq_rep_b
Read2 Mean Length,50,49,SRX5443754_2-6H_RNaseH_DRIP-seq_rep_b
GC Content,0.477786,0.477964,SRX5443754_2-6H_RNaseH_DRIP-seq_rep_b
Total Reads (millions),140.997982,135.311298,SRX5443757_10-14H_DRIP-seq_rep_a
Total Bases (millions),7049.8991,6743.153652,SRX5443757_10-14H_DRIP-seq_rep_a
Q20 Bases (millions),6620.742079,6421.172604,SRX5443757_10-14H_DRIP-seq_rep_a
Q30 Bases (millions),6218.966395,6079.404365,SRX5443757_10-14H_DRIP-seq_rep_a
Q20 Rate,0.939126,0.952251,SRX5443757_10-14H_DRIP-seq_rep_a
Q30 Rate,0.882136,0.901567,SRX5443757_10-14H_DRIP-seq_rep_a
Read1 Mean Length,50,49,SRX5443757_10-14H_DRIP-seq_rep_a
Read2 Mean Length,50,49,SRX5443757_10-14H_DRIP-seq_rep_a
GC Content,0.442245,0.440852,SRX5443757_10-14H_DRIP-seq_rep_a
Total Reads (millions),280.433252,274.672996,SRX5443758_10-14H_DRIP-seq_rep_b
Total Bases (millions),14021.6626,13662.48799,SRX5443758_10-14H_DRIP-seq_rep_b
Q20 Bases (millions),13557.221345,13298.476486,SRX5443758_10-14H_DRIP-seq_rep_b
Q30 Bases (millions),12957.558475,12759.877488,SRX5443758_10-14H_DRIP-seq_rep_b
Q20 Rate,0.966877,0.973357,SRX5443758_10-14H_DRIP-seq_rep_b
Q30 Rate,0.92411,0.933935,SRX5443758_10-14H_DRIP-seq_rep_b
Read1 Mean Length,50,49,SRX5443758_10-14H_DRIP-seq_rep_b
Read2 Mean Length,50,49,SRX5443758_10-14H_DRIP-seq_rep_b
GC Content,0.431705,0.431222,SRX5443758_10-14H_DRIP-seq_rep_b
Total Reads (millions),21.606494,21.05029,SRX5443759_10-14H_RNaseH_DRIP-seq_rep_a
Total Bases (millions),1080.3247,1051.243412,SRX5443759_10-14H_RNaseH_DRIP-seq_rep_a
Q20 Bases (millions),1031.023896,1012.098242,SRX5443759_10-14H_RNaseH_DRIP-seq_rep_a
Q30 Bases (millions),979.428664,966.277692,SRX5443759_10-14H_RNaseH_DRIP-seq_rep_a
Q20 Rate,0.954365,0.962763,SRX5443759_10-14H_RNaseH_DRIP-seq_rep_a
Q30 Rate,0.906606,0.919176,SRX5443759_10-14H_RNaseH_DRIP-seq_rep_a
Read1 Mean Length,50,49,SRX5443759_10-14H_RNaseH_DRIP-seq_rep_a
Read2 Mean Length,50,49,SRX5443759_10-14H_RNaseH_DRIP-seq_rep_a
GC Content,0.477311,0.476719,SRX5443759_10-14H_RNaseH_DRIP-seq_rep_a
Total Reads (millions),83.719716,82.33258,SRX5443760_10-14H_RNaseH_DRIP-seq_rep_b
Total Bases (millions),4185.9858,4108.769916,SRX5443760_10-14H_RNaseH_DRIP-seq_rep_b
Q20 Bases (millions),4083.862752,4027.745004,SRX5443760_10-14H_RNaseH_DRIP-seq_rep_b
Q30 Bases (millions),3938.231114,3894.922943,SRX5443760_10-14H_RNaseH_DRIP-seq_rep_b
Q20 Rate,0.975604,0.98028,SRX5443760_10-14H_RNaseH_DRIP-seq_rep_b
Q30 Rate,0.940813,0.947954,SRX5443760_10-14H_RNaseH_DRIP-seq_rep_b
Read1 Mean Length,50,49,SRX5443760_10-14H_RNaseH_DRIP-seq_rep_b
Read2 Mean Length,50,49,SRX5443760_10-14H_RNaseH_DRIP-seq_rep_b
GC Content,0.485388,0.485712,SRX5443760_10-14H_RNaseH_DRIP-seq_rep_b
Total Reads (millions),157.073894,153.336802,SRX5443763_S2_DRIP-seq_rep_a
Total Bases (millions),7853.6947,7646.070252,SRX5443763_S2_DRIP-seq_rep_a
Q20 Bases (millions),7536.189851,7397.976157,SRX5443763_S2_DRIP-seq_rep_a
Q30 Bases (millions),7220.216642,7120.404573,SRX5443763_S2_DRIP-seq_rep_a
Q20 Rate,0.959573,0.967553,SRX5443763_S2_DRIP-seq_rep_a
Q30 Rate,0.91934,0.93125,SRX5443763_S2_DRIP-seq_rep_a
Read1 Mean Length,50,49,SRX5443763_S2_DRIP-seq_rep_a
Read2 Mean Length,50,49,SRX5443763_S2_DRIP-seq_rep_a
GC Content,0.427271,0.426533,SRX5443763_S2_DRIP-seq_rep_a
Total Reads (millions),100.83267,97.436504,SRX5443764_GEO_accession_GSM3634009_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Total Bases (millions),5041.6335,4862.469792,SRX5443764_GEO_accession_GSM3634009_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Q20 Bases (millions),4777.7736860000005,4661.060347,SRX5443764_GEO_accession_GSM3634009_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Q30 Bases (millions),4521.380096,4440.002702,SRX5443764_GEO_accession_GSM3634009_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Q20 Rate,0.947664,0.958579,SRX5443764_GEO_accession_GSM3634009_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Q30 Rate,0.896809,0.913117,SRX5443764_GEO_accession_GSM3634009_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Read1 Mean Length,50,49,SRX5443764_GEO_accession_GSM3634009_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Read2 Mean Length,50,49,SRX5443764_GEO_accession_GSM3634009_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
GC Content,0.427506,0.426241,SRX5443764_GEO_accession_GSM3634009_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Total Reads (millions),152.503744,149.075762,SRX5443765_GEO_accession_GSM3634010_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Total Bases (millions),7625.1872,7436.286764,SRX5443765_GEO_accession_GSM3634010_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Q20 Bases (millions),7333.854996,7210.581508,SRX5443765_GEO_accession_GSM3634010_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Q30 Bases (millions),7036.106914,6948.915774,SRX5443765_GEO_accession_GSM3634010_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Q20 Rate,0.961793,0.969648,SRX5443765_GEO_accession_GSM3634010_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Q30 Rate,0.922745,0.93446,SRX5443765_GEO_accession_GSM3634010_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Read1 Mean Length,50,49,SRX5443765_GEO_accession_GSM3634010_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Read2 Mean Length,50,49,SRX5443765_GEO_accession_GSM3634010_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
GC Content,0.468857,0.468228,SRX5443765_GEO_accession_GSM3634010_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Total Reads (millions),88.989948,86.401806,SRX5443766_GEO_accession_GSM3634011_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Total Bases (millions),4449.4974,4312.11472,SRX5443766_GEO_accession_GSM3634011_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Q20 Bases (millions),4240.09997,4149.645843,SRX5443766_GEO_accession_GSM3634011_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Q30 Bases (millions),4026.050398,3962.480951,SRX5443766_GEO_accession_GSM3634011_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Q20 Rate,0.952939,0.962323,SRX5443766_GEO_accession_GSM3634011_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Q30 Rate,0.904833,0.918918,SRX5443766_GEO_accession_GSM3634011_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Read1 Mean Length,50,49,SRX5443766_GEO_accession_GSM3634011_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Read2 Mean Length,50,49,SRX5443766_GEO_accession_GSM3634011_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
GC Content,0.45323600000000003,0.452423,SRX5443766_GEO_accession_GSM3634011_is_currently_private_and_is_scheduled_to_be_released_on_Feb_03_2020
Total Reads (millions),33.315194,33.121244,SRX550078_Control_3_DRIP-seq
Total Bases (millions),1465.868536,1457.334736,SRX550078_Control_3_DRIP-seq
Q20 Bases (millions),1439.64303,1435.645666,SRX550078_Control_3_DRIP-seq
Q30 Bases (millions),1400.132213,1396.618619,SRX550078_Control_3_DRIP-seq
Q20 Rate,0.982109,0.985117,SRX550078_Control_3_DRIP-seq
Q30 Rate,0.955155,0.958338,SRX550078_Control_3_DRIP-seq
Read1 Mean Length,44,44,SRX550078_Control_3_DRIP-seq
GC Content,0.42342,0.423422,SRX550078_Control_3_DRIP-seq
Total Reads (millions),204.219306,195.587648,SRX5547605_Replicate_1_RR-ChIP_seq_D210N
Total Bases (millions),8498.202695,8137.629823,SRX5547605_Replicate_1_RR-ChIP_seq_D210N
Q20 Bases (millions),7886.546534,7650.290482,SRX5547605_Replicate_1_RR-ChIP_seq_D210N
Q30 Bases (millions),7711.070422,7492.637282,SRX5547605_Replicate_1_RR-ChIP_seq_D210N
Q20 Rate,0.928025,0.940113,SRX5547605_Replicate_1_RR-ChIP_seq_D210N
Q30 Rate,0.907377,0.92074,SRX5547605_Replicate_1_RR-ChIP_seq_D210N
Read1 Mean Length,41,41,SRX5547605_Replicate_1_RR-ChIP_seq_D210N
Read2 Mean Length,41,41,SRX5547605_Replicate_1_RR-ChIP_seq_D210N
GC Content,0.687914,0.685518,SRX5547605_Replicate_1_RR-ChIP_seq_D210N
Total Reads (millions),260.708044,253.71782,SRX5547606_Replicate_2_RR-ChIP_seq_D210N
Total Bases (millions),10851.322186,10559.089356,SRX5547606_Replicate_2_RR-ChIP_seq_D210N
Q20 Bases (millions),10412.765708,10220.065127,SRX5547606_Replicate_2_RR-ChIP_seq_D210N
Q30 Bases (millions),10282.804125,10102.640013,SRX5547606_Replicate_2_RR-ChIP_seq_D210N
Q20 Rate,0.959585,0.967893,SRX5547606_Replicate_2_RR-ChIP_seq_D210N
Q30 Rate,0.947608,0.956772,SRX5547606_Replicate_2_RR-ChIP_seq_D210N
Read1 Mean Length,41,41,SRX5547606_Replicate_2_RR-ChIP_seq_D210N
Read2 Mean Length,41,41,SRX5547606_Replicate_2_RR-ChIP_seq_D210N
GC Content,0.702257,0.701597,SRX5547606_Replicate_2_RR-ChIP_seq_D210N
Total Reads (millions),305.199382,287.864058,SRX5547607_RR-ChIP_seq_WKKD
Total Bases (millions),12712.994916,11993.581137,SRX5547607_RR-ChIP_seq_WKKD
Q20 Bases (millions),11643.179239,11187.287903,SRX5547607_RR-ChIP_seq_WKKD
Q30 Bases (millions),11343.717683,10923.485738,SRX5547607_RR-ChIP_seq_WKKD
Q20 Rate,0.915849,0.932773,SRX5547607_RR-ChIP_seq_WKKD
Q30 Rate,0.892293,0.910778,SRX5547607_RR-ChIP_seq_WKKD
Read1 Mean Length,41,41,SRX5547607_RR-ChIP_seq_WKKD
Read2 Mean Length,41,41,SRX5547607_RR-ChIP_seq_WKKD
GC Content,0.761492,0.764262,SRX5547607_RR-ChIP_seq_WKKD
Total Reads (millions),32.824602,32.824024,SRX5696400_U2OS_siCTRL
Total Bases (millions),1641.2301,1641.2012,SRX5696400_U2OS_siCTRL
Q20 Bases (millions),1619.149021,1619.136748,SRX5696400_U2OS_siCTRL
Q30 Bases (millions),1519.871758,1519.864596,SRX5696400_U2OS_siCTRL
Q20 Rate,0.986546,0.986556,SRX5696400_U2OS_siCTRL
Q30 Rate,0.926056,0.926068,SRX5696400_U2OS_siCTRL
Read1 Mean Length,50,50,SRX5696400_U2OS_siCTRL
GC Content,0.461855,0.461854,SRX5696400_U2OS_siCTRL
Total Reads (millions),32.796898,32.79642,SRX5696402_U2OS_siRTEL1
Total Bases (millions),1639.8449,1639.821,SRX5696402_U2OS_siRTEL1
Q20 Bases (millions),1619.596645,1619.586356,SRX5696402_U2OS_siRTEL1
Q30 Bases (millions),1517.844283,1517.83864,SRX5696402_U2OS_siRTEL1
Q20 Rate,0.987652,0.98766,SRX5696402_U2OS_siRTEL1
Q30 Rate,0.925602,0.925612,SRX5696402_U2OS_siRTEL1
Read1 Mean Length,50,50,SRX5696402_U2OS_siRTEL1
GC Content,0.462945,0.462944,SRX5696402_U2OS_siRTEL1
Total Reads (millions),32.799538,32.799071,SRX5696404_U2OS_siRTEL1_APH
Total Bases (millions),1639.9769,1639.95355,SRX5696404_U2OS_siRTEL1_APH
Q20 Bases (millions),1619.277647,1619.267879,SRX5696404_U2OS_siRTEL1_APH
Q30 Bases (millions),1516.621983,1516.616567,SRX5696404_U2OS_siRTEL1_APH
Q20 Rate,0.987378,0.987386,SRX5696404_U2OS_siRTEL1_APH
Q30 Rate,0.924783,0.924792,SRX5696404_U2OS_siRTEL1_APH
Read1 Mean Length,50,50,SRX5696404_U2OS_siRTEL1_APH
GC Content,0.463326,0.463325,SRX5696404_U2OS_siRTEL1_APH
Total Reads (millions),23.670054,23.571156,SRX5729069_LS72E_PATC53_sDRIP-seq_DMSO_1day
Total Bases (millions),2390.675454,2380.686756,SRX5729069_LS72E_PATC53_sDRIP-seq_DMSO_1day
Q20 Bases (millions),2341.073502,2335.439076,SRX5729069_LS72E_PATC53_sDRIP-seq_DMSO_1day
Q30 Bases (millions),2267.628063,2263.934015,SRX5729069_LS72E_PATC53_sDRIP-seq_DMSO_1day
Q20 Rate,0.979252,0.980994,SRX5729069_LS72E_PATC53_sDRIP-seq_DMSO_1day
Q30 Rate,0.94853,0.950958,SRX5729069_LS72E_PATC53_sDRIP-seq_DMSO_1day
Read1 Mean Length,101,101,SRX5729069_LS72E_PATC53_sDRIP-seq_DMSO_1day
GC Content,0.428617,0.428951,SRX5729069_LS72E_PATC53_sDRIP-seq_DMSO_1day
Total Reads (millions),24.5594,24.419778,SRX5729070_LS72G_PATC53_sDRIP-seq_DMSO_3day
Total Bases (millions),2480.4994,2466.397578,SRX5729070_LS72G_PATC53_sDRIP-seq_DMSO_3day
Q20 Bases (millions),2426.632934,2418.850234,SRX5729070_LS72G_PATC53_sDRIP-seq_DMSO_3day
Q30 Bases (millions),2347.81874,2342.892561,SRX5729070_LS72G_PATC53_sDRIP-seq_DMSO_3day
Q20 Rate,0.978284,0.980722,SRX5729070_LS72G_PATC53_sDRIP-seq_DMSO_3day
Q30 Rate,0.946511,0.949925,SRX5729070_LS72G_PATC53_sDRIP-seq_DMSO_3day
Read1 Mean Length,101,101,SRX5729070_LS72G_PATC53_sDRIP-seq_DMSO_3day
GC Content,0.42782,0.428266,SRX5729070_LS72G_PATC53_sDRIP-seq_DMSO_3day
Total Reads (millions),27.678362,27.580755,SRX5729071_LS72H_PATC53_sDRIP-seq_Inh_3day
Total Bases (millions),2795.514562,2785.656255,SRX5729071_LS72H_PATC53_sDRIP-seq_Inh_3day
Q20 Bases (millions),2742.447884,2736.819578,SRX5729071_LS72H_PATC53_sDRIP-seq_Inh_3day
Q30 Bases (millions),2658.959538,2655.213292,SRX5729071_LS72H_PATC53_sDRIP-seq_Inh_3day
Q20 Rate,0.981017,0.982469,SRX5729071_LS72H_PATC53_sDRIP-seq_Inh_3day
Q30 Rate,0.951152,0.953173,SRX5729071_LS72H_PATC53_sDRIP-seq_Inh_3day
Read1 Mean Length,101,101,SRX5729071_LS72H_PATC53_sDRIP-seq_Inh_3day
GC Content,0.429827,0.430116,SRX5729071_LS72H_PATC53_sDRIP-seq_Inh_3day
Total Reads (millions),36.921329,35.934925,SRX5729072_LS99E_PATC53_sDRIP-seq_DMSO_1day
Total Bases (millions),3729.054229,3581.235318,SRX5729072_LS99E_PATC53_sDRIP-seq_DMSO_1day
Q20 Bases (millions),3665.258355,3538.688245,SRX5729072_LS99E_PATC53_sDRIP-seq_DMSO_1day
Q30 Bases (millions),3580.436477,3464.291039,SRX5729072_LS99E_PATC53_sDRIP-seq_DMSO_1day
Q20 Rate,0.982892,0.988119,SRX5729072_LS99E_PATC53_sDRIP-seq_DMSO_1day
Q30 Rate,0.960146,0.967345,SRX5729072_LS99E_PATC53_sDRIP-seq_DMSO_1day
Read1 Mean Length,101,99,SRX5729072_LS99E_PATC53_sDRIP-seq_DMSO_1day
GC Content,0.444709,0.444364,SRX5729072_LS99E_PATC53_sDRIP-seq_DMSO_1day
Total Reads (millions),40.123159,39.581008,SRX5729073_LS99F_PATC53_sDRIP-seq_Inh_1day
Total Bases (millions),4052.439059,3916.884766,SRX5729073_LS99F_PATC53_sDRIP-seq_Inh_1day
Q20 Bases (millions),3994.283499,3872.280992,SRX5729073_LS99F_PATC53_sDRIP-seq_Inh_1day
Q30 Bases (millions),3909.321777,3794.726532,SRX5729073_LS99F_PATC53_sDRIP-seq_Inh_1day
Q20 Rate,0.985649,0.988612,SRX5729073_LS99F_PATC53_sDRIP-seq_Inh_1day
Q30 Rate,0.964684,0.968812,SRX5729073_LS99F_PATC53_sDRIP-seq_Inh_1day
Read1 Mean Length,101,98,SRX5729073_LS99F_PATC53_sDRIP-seq_Inh_1day
GC Content,0.442593,0.441785,SRX5729073_LS99F_PATC53_sDRIP-seq_Inh_1day
Total Reads (millions),61.434568,61.325491,SRX5729074_LS99G_PATC53_sDRIP-seq_Inh_1day
Total Bases (millions),6204.891368,6193.874591,SRX5729074_LS99G_PATC53_sDRIP-seq_Inh_1day
Q20 Bases (millions),6110.403622,6104.103542,SRX5729074_LS99G_PATC53_sDRIP-seq_Inh_1day
Q30 Bases (millions),5972.14759,5967.921518,SRX5729074_LS99G_PATC53_sDRIP-seq_Inh_1day
Q20 Rate,0.984772,0.985506,SRX5729074_LS99G_PATC53_sDRIP-seq_Inh_1day
Q30 Rate,0.96249,0.96352,SRX5729074_LS99G_PATC53_sDRIP-seq_Inh_1day
Read1 Mean Length,101,101,SRX5729074_LS99G_PATC53_sDRIP-seq_Inh_1day
GC Content,0.444208,0.444273,SRX5729074_LS99G_PATC53_sDRIP-seq_Inh_1day
Total Reads (millions),72.614117,72.475744,SRX5729075_LS99H_PATC53_sDRIP-seq_DMSO_3day
